Event Time,Facets Product ID,Effective Date,User ID,Response Time (Seconds),Retry Count,Question,Answer,Feedback Type,Feedback Reason Code,Feedback Additional Comments
2026-04-07T19:40:48.086Z,M0037553,,jherro02,20,0,endoscopy,"An endoscopy would be treated as an outpatient procedure/surgery under this HMO plan. The key cost shares are No Charge for the professional/surgeon portion, $150 per surgery for an outpatient hospital facility, or $100 per surgery if done in an ambulatory surgery center; related anesthesia and diagnostic testing professional services are also No Charge when in-network.",,,
2026-04-07T19:29:11.788Z,M0037513,,btimbe01,23,0,Does the copayment on this benefits for outpatient count towards the allowed amount and then you are responsible for the coinsurance,"Yes. For this PPO plan, when an outpatient hospital benefit is listed as a combined cost share such as ""$150 per surgery + 20% Coinsurance"" or ""$100 per visit + 20% Coinsurance,"" the Member is responsible for both the copayment and the coinsurance for that benefit. The plan document does not explain that the copay is subtracted from the allowed amount before coinsurance is calculated, so I could not confirm that specific calculation method from the current plan document.",,,
2026-04-07T19:26:29.209Z,ML002171,,mmendo12,19,0,"Neurology/Neuromuscular
Medical diagnostic","For a neurology/neuromuscular medical diagnostic service, the best match in this plan is Other Outpatient Non-Invasive Diagnostic Testing. In-network, the cost is $75 per visit in an office location or outpatient hospital department; out-of-network, the cost is 50% coinsurance, subject to the out-of-network deductible, and the member may also owe balance billing.",,,
2026-04-07T19:00:43.770Z,ML002193,,schish01,20,0,in office injections,"For in-office injections, this PPO plan covers the professional office-administered injection service in-network at no charge after the deductible, and out-of-network at 50% coinsurance after the deductible. This maps to Physician and other Professional Services > In-office services > Injectable medications.",,,
2026-04-07T18:59:22.154Z,M0037513,,sjacob03,9,0,86038,I couldn't find this information in the current plan document.,,,
2026-04-07T18:47:17.191Z,M0037437,,balmar01,15,0,lactation  benefit,"The plan does not show a separate “lactation” benefit by name. The only clearly identified lactation-related benefit I found is breast pump purchase, which is covered at no charge in-network and not covered out-of-network. I also found maternity follow-up language that includes a postpartum follow-up visit with assistance and training in breast or bottle feeding, but the plan does not list a separate lactation consultant cost share.",,,
2026-04-07T18:46:00.379Z,ML002193,,schish01,38,0,durable medical equipment,"Durable medical equipment is covered under this plan. In-network, most DME-related items are covered at No Charge after the deductible; out-of-network, they are generally covered at 50% coinsurance after the deductible, and the member may also be balance billed.",,,
2026-04-07T18:35:38.140Z,ML002193,,schish01,12,0,botox,"I couldn't find enough information in the current plan document to determine Botox coverage by drug name alone. Botox may be covered under different benefit categories depending on how it is used and where it is given, but the plan data does not list Botox specifically.",,,
2026-04-07T18:33:43.030Z,M0037473,,bcamac01,49,0,COLONSCOPY,"A colonoscopy can be covered either as a preventive screening or as a diagnostic procedure, and the member’s cost share depends on that purpose and where the procedure is performed. Under this PPO plan, a preventive screening is covered at No Charge in-network, while a diagnostic colonoscopy would use the outpatient surgery/procedure benefits and related professional/facility benefits, which are generally subject to the deductible with 40% in-network coinsurance or a combination of copay plus coinsurance depending on place of service.",,,
2026-04-07T18:19:01.941Z,M0042164,,lmorri05,35,0,COLONOSCOPY,"A colonoscopy can be covered either as a preventive screening or as a diagnostic procedure, and the cost depends on that purpose and where the service is performed. Under this PPO plan, a preventive screening maps to the Annual Health Exam benefit with no charge in-network, while a diagnostic/surgical colonoscopy should be quoted using the outpatient surgery/procedure benefits, including professional and facility charges.",,,
2026-04-07T18:16:14.140Z,M0037563,,sprovo01,10,0,NO IN-NETWORK PROVIDER AVAILABLE,I couldn't find this information in the current plan document.,,,
2026-04-07T18:15:37.692Z,M0040915,,yrodri04,10,0,ANNUAL VISIT,The plan covers an Annual Health Exam at no charge when performed by an in-network provider. Out-of-network preventive health services are not covered under this plan.,,,
2026-04-07T18:15:15.589Z,M0037563,,sprovo01,9,0,ACCESS TO CARE,I couldn't find this information in the current plan document.,,,
2026-04-07T18:13:08.726Z,ML002185,,ssanch08,20,0,COST OF AN MRI?,"An MRI is covered under Advanced Imaging Services. Under this PPO plan, the in-network cost is $100 per visit for an outpatient radiology center or $100 per visit for a hospital outpatient department; out-of-network cost is 50% coinsurance and is subject to the deductible.[1][2]",,,
2026-04-07T18:12:26.416Z,ML002185,,ssanch08,21,0,COST OF AN MRI?,"An MRI falls under Advanced Imaging Services. For this PPO plan, the in-network cost is $100 per visit in either an outpatient radiology center or hospital outpatient department; out-of-network, the cost is 50% coinsurance, subject to the out-of-network deductible, and balance billing may apply.",,,
2026-04-07T18:09:31.551Z,M0037503,,btorre02,17,0,What is my copayment for prescription drugs?,"Prescription drug copayments depend on the drug tier and whether it is filled as a 30-day retail, 90-day retail, or 90-day mail order prescription. This HMO plan has a $0 pharmacy deductible. Tier 1 ranges from $20 retail (30-day) to $40 mail order (90-day), while Tier 4 is 20% coinsurance with per-prescription maximums.",,,
2026-04-07T18:07:22.862Z,ML002184,,fwren01,18,0,labs,Lab services are covered under this PPO plan. In-network laboratory and pathology services are $10 per visit and are not subject to the deductible; out-of-network services are 50% coinsurance after the deductible and may also include balance billing.,,,
2026-04-07T18:03:34.371Z,M0037513,,btimbe01,24,0,MRI benefits,"MRI benefits are covered under Advanced Imaging Services. For a PPO plan, the Member has different cost shares depending on where the MRI is performed: at an outpatient radiology center or in the outpatient department of a hospital. Prior authorization is listed as required for MRI under frequently utilized advanced imaging services.",,,
2026-04-07T18:02:21.718Z,ML002187,,iapolo01,13,0,"What is my copayment or cost to see a specialist (e.g. dermatology, cardiology)?","For a specialist office visit, the in-network cost is $95 per visit. The first 3 visits per calendar year are covered before the medical deductible applies, but after that, the visit is subject to the medical deductible; out-of-network specialist visits are 50% coinsurance and subject to the out-of-network deductible.",,,
2026-04-07T18:02:16.970Z,ML002187,,iapolo01,18,0,dermatologist,"A dermatologist visit would be billed under a specialist office visit. For this PPO plan, the in-network specialist office visit copay is $95 per visit, and the first 3 combined visits per calendar year are covered before the medical deductible applies. Out-of-network specialist visits are 50% coinsurance after the deductible and may also be balance billed.",,,
2026-04-07T17:56:53.535Z,M0037559,,crice02,14,0,phone number to blue shield global care,"I couldn't find a phone number specifically for Blue Shield Global Core / Global Care in the current plan document. The plan does show that out-of-state coverage is available through the BlueCard Program, and it also says the out-of-state network is BlueCard.",,,
2026-04-07T17:53:05.179Z,M0037559,,crice02,14,0,out of country care,"This PPO plan does provide coverage for care received outside of California, including emergency care anywhere in the world. For care outside California but within the United States, Puerto Rico, or the U.S. Virgin Islands, services may be processed through the BlueCard program; non-participating providers can balance bill and the member may owe the difference between the allowed amount and billed amount.",,,
2026-04-07T17:52:46.441Z,ML002185,,aquion01,9,0,quotation for nutrition councel,Nutrition counseling is not covered under this plan. The plan lists Nutritional therapy/counseling as Not Covered for both in-network and out-of-network providers.,,,
2026-04-07T17:50:41.041Z,M0037593,,yrodri04,29,0,LAB WORK AT MEDICAL CENTER,"Lab work at a medical center is covered under Laboratory and Pathology Services. For a Participating Provider laboratory center, the cost share is $65 per visit and it is not subject to the medical deductible; for a hospital outpatient department, the cost share is 40% coinsurance after the deductible. Out-of-network lab work is generally 50% coinsurance after the deductible, and the member may also be balance billed.",,,
